axis_name,axis_value,stage,baseline_ari,dataset_iteration,true_k,metric_name,k,metric_value,is_optimal,is_correct,metric_ari
p,50,start,0.7454307059339913,1,5,accuracy_generalizability,3,0.7477036772770987,True,False,0.549217655502317
p,50,start,0.7454307059339913,1,5,accuracy_generalizability,4,0.7413098407598272,False,False,0.6760857332780923
p,50,start,0.7454307059339913,1,5,accuracy_generalizability,5,0.6318635460269437,False,True,0.7028598789672786
p,50,start,0.7454307059339913,1,5,accuracy_generalizability,6,0.6233551332817869,False,False,0.772009253604099
p,50,start,0.7454307059339913,1,5,accuracy_generalizability,7,0.5757150280531471,False,False,0.7521749513903191
p,50,start,0.7454307059339913,1,5,ari_generalizability,3,0.4907504174764858,False,False,0.549217655502317
p,50,start,0.7454307059339913,1,5,ari_generalizability,4,0.49874148796518014,True,False,0.6760857332780923
p,50,start,0.7454307059339913,1,5,ari_generalizability,5,0.3983419761034232,False,True,0.7028598789672786
p,50,start,0.7454307059339913,1,5,ari_generalizability,6,0.3763600925756317,False,False,0.772009253604099
p,50,start,0.7454307059339913,1,5,ari_generalizability,7,0.36370059252994424,False,False,0.7521749513903191
p,50,start,0.7454307059339913,1,5,ari_generalizability_1se,3,0.4907504174764858,False,False,0.549217655502317
p,50,start,0.7454307059339913,1,5,ari_generalizability_1se,4,0.49874148796518014,True,False,0.6760857332780923
p,50,start,0.7454307059339913,1,5,ari_generalizability_1se,5,0.3983419761034232,False,True,0.7028598789672786
p,50,start,0.7454307059339913,1,5,ari_generalizability_1se,6,0.3763600925756317,False,False,0.772009253604099
p,50,start,0.7454307059339913,1,5,ari_generalizability_1se,7,0.36370059252994424,False,False,0.7521749513903191
p,50,start,0.7454307059339913,1,5,ari_generalizability_quant,3,0.4907504174764858,False,False,0.549217655502317
p,50,start,0.7454307059339913,1,5,ari_generalizability_quant,4,0.49874148796518014,False,False,0.6760857332780923
p,50,start,0.7454307059339913,1,5,ari_generalizability_quant,5,0.3983419761034232,False,True,0.7028598789672786
p,50,start,0.7454307059339913,1,5,ari_generalizability_quant,6,0.3763600925756317,False,False,0.772009253604099
p,50,start,0.7454307059339913,1,5,ari_generalizability_quant,7,0.36370059252994424,True,False,0.7521749513903191
p,50,start,0.7454307059339913,1,5,ari_stability,3,0.7328271828023877,False,False,0.6291573751535182
p,50,start,0.7454307059339913,1,5,ari_stability,4,0.7787356587613113,True,False,0.7231540812561857
p,50,start,0.7454307059339913,1,5,ari_stability,5,0.6072879483795175,False,True,0.7256889257265543
p,50,start,0.7454307059339913,1,5,ari_stability,6,0.5923592373054748,False,False,0.7903266240915773
p,50,start,0.7454307059339913,1,5,ari_stability,7,0.5541880143788558,False,False,0.5694731025073572
p,50,start,0.7454307059339913,1,5,ari_stability_1se,3,0.7328271828023877,False,False,0.6291573751535182
p,50,start,0.7454307059339913,1,5,ari_stability_1se,4,0.7787356587613113,True,False,0.7231540812561857
p,50,start,0.7454307059339913,1,5,ari_stability_1se,5,0.6072879483795175,False,True,0.7256889257265543
